timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788517981.209403376	7.13%	26.43MiB / 1GiB				27955200	28905472	26222592	237568	1028096	880640	7	7
1788517983.208803175	0.00%	109.9MiB / 1GiB				115466240	118497280	105324544	237568	4435968	5468160	7	7
1788517985.229876011	0.00%	109.9MiB / 1GiB				115466240	118497280	105324544	237568	4435968	5468160	7	7
1788517987.245986993	45.84%	191.3MiB / 1GiB				204304384	206606336	188801024	237568	8220672	10977280	9	9
1788517989.239943655	40.74%	342.1MiB / 1GiB				358936576	361910272	325783552	237568	13889536	19025920	9	9
1788517991.251976571	0.00%	342.1MiB / 1GiB				358936576	361910272	325783552	237568	13889536	19025920	9	9
1788517993.259164443	61.65%	519.9MiB / 1GiB				545419264	548335616	496619520	237568	20312064	28241920	10	10
1788517995.271415682	29.08%	716MiB / 1GiB				751034368	753881088	682278912	237568	28499968	40017920	10	10
1788517997.276841791	0.00%	716MiB / 1GiB				751034368	753881088	682278912	237568	28499968	40017920	10	10
1788517999.288479017	0.04%	716MiB / 1GiB				751034368	753881088	682278912	237568	28499968	40017920	10	10
1788518001.292647713	0.00%	716MiB / 1GiB				751034368	753881088	682278912	237568	28499968	40017920	10	10
1788518003.300640631	0.00%	716MiB / 1GiB				751034368	753881088	682278912	237568	28499968	40017920	10	10
1788518005.305043216	0.00%	716MiB / 1GiB				751034368	753881088	682278912	237568	28499968	40017920	10	10
1788518007.316215128	0.00%	716MiB / 1GiB				751034368	753881088	682278912	237568	28499968	40017920	10	10
1788518009.324746721	0.00%	716MiB / 1GiB				751034368	753881088	682278912	237568	28499968	40017920	10	10
1788518011.333287472	3.30%	713MiB / 1GiB				747642880	753881088	682291200	237568	27148288	37965824	10	10
1788518013.340146833	0.00%	707.4MiB / 1GiB				741990400	753881088	682295296	237568	24903680	34553856	10	10
1788518015.347516950	0.00%	707.4MiB / 1GiB				741990400	753881088	682295296	237568	24903680	34553856	10	10
1788518017.358956770	9.43%	697.6MiB / 1GiB				731410432	753881088	682303488	237568	20705280	28164096	10	10
1788518019.394204938	4.87%	686MiB / 1GiB				719527936	753881088	682307584	237568	15986688	20996096	10	10
1788518021.402951087	0.00%	686MiB / 1GiB				719527936	753881088	682307584	237568	15986688	20996096	10	10
1788518023.405790277	11.63%	671.2MiB / 1GiB				703959040	753881088	682307584	237568	9691136	11476992	10	10
1788518025.416170942	3.68%	652.8MiB / 1GiB				684736512	753881088	682332160	237568	2162688	4096	10	10
