timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788511465.157926303	3.19%	10.74MiB / 1GiB				12247040	12959744	10092544	0	2658304	909312	13	13
1788511467.161101786	0.06%	62.95MiB / 1GiB				66007040	66514944	52146176	0	13860864	0	13	13
1788511469.173705181	0.06%	62.95MiB / 1GiB				66007040	66514944	52146176	0	13860864	0	13	13
1788511471.181200983	54.73%	115MiB / 1GiB				121847808	122458112	94887936	0	27189248	671744	13	13
1788511473.188120020	0.06%	144.1MiB / 1GiB				151150592	151658496	118091776	0	33058816	0	13	13
1788511475.198757815	0.06%	144.1MiB / 1GiB				151150592	151658496	118091776	0	33058816	0	13	13
1788511477.207190128	61.89%	232MiB / 1GiB				243277824	243798016	189394944	0	53882880	0	13	13
1788511479.214087112	0.06%	232MiB / 1GiB				243277824	243798016	189394944	0	53882880	0	13	13
1788511481.222957263	0.06%	232MiB / 1GiB				243277824	243798016	189394944	0	53882880	0	13	13
1788511483.236109023	21.90%	271.8MiB / 1GiB				285003776	285503488	221745152	0	63258624	0	13	13
1788511485.244294823	0.06%	271.8MiB / 1GiB				285003776	285503488	221745152	0	63258624	0	13	13
1788511487.260301568	43.26%	312.8MiB / 1GiB				328028160	328544256	255094784	0	72933376	4096	13	13
1788511489.257206275	157.27%	360.3MiB / 1GiB				377933824	378191872	292048896	0	84652032	847872	13	13
1788511491.263401165	155.73%	382.5MiB / 1GiB				401141760	401563648	311107584	0	89464832	155648	13	13
1788511493.272674440	197.24%	401.7MiB / 1GiB				421257216	421711872	325984256	0	94502912	532480	13	13
1788511495.278661684	156.89%	418.6MiB / 1GiB				439156736	439422976	340496384	0	98103296	77824	13	13
1788511497.293497275	178.14%	435MiB / 1GiB				455983104	456527872	352972800	0	102436864	634880	13	13
1788511499.301901820	201.03%	451MiB / 1GiB				472911872	473337856	364568576	0	106766336	1511424	13	13
1788511501.308527355	200.37%	466.2MiB / 1GiB				488660992	489160704	377430016	0	110252032	1130496	13	13
1788511503.312765901	200.15%	481.9MiB / 1GiB				505352192	505876480	391794688	0	113360896	262144	13	13
1788511505.334828581	200.55%	491.3MiB / 1GiB				515215360	515690496	396619776	0	116531200	1859584	13	13
1788511507.341385383	179.32%	506.4MiB / 1GiB				530927616	531554304	412364800	0	119062528	28672	13	13
1788511509.353450586	200.97%	516.6MiB / 1GiB				541741056	542007296	418295808	0	122105856	1220608	13	13
1788511511.361113013	201.34%	534.8MiB / 1GiB				560775168	561033216	433528832	0	126189568	733184	13	13
1788511513.360775564	179.13%	548.3MiB / 1GiB				574976000	575234048	445157376	0	129130496	425984	13	13
1788511515.376389868	188.30%	567MiB / 1GiB				594591744	594874368	460972032	0	133328896	73728	13	13
1788511517.378610869	199.83%	576.3MiB / 1GiB				604327936	604852224	465813504	0	136491008	1691648	13	13
1788511519.387030552	199.52%	592.7MiB / 1GiB				621522944	621875200	481550336	0	139497472	450560	13	13
1788511521.400413611	200.51%	606.3MiB / 1GiB				635793408	636190720	492294144	0	142868480	524288	13	13
1788511523.408045586	198.95%	620.1MiB / 1GiB				650207232	650674176	502841344	0	146165760	901120	13	13
1788511525.409021000	21.98%	630.7MiB / 1GiB				661315584	661807104	513212416	0	148103168	0	13	13
1788511527.417517885	21.33%	631.9MiB / 1GiB				662777856	663093248	513650688	0	148484096	143360	13	13
1788511529.433566421	199.38%	644.6MiB / 1GiB				675897344	676155392	523481088	0	151805952	520192	13	13
1788511531.437797114	177.59%	657.4MiB / 1GiB				689295360	689754112	534167552	0	154578944	229376	13	13
1788511533.441923140	200.08%	668.2MiB / 1GiB				700645376	701161472	542539776	0	157253632	471040	13	13
1788511535.451109582	178.49%	680.6MiB / 1GiB				713969664	714227712	552861696	0	160186368	434176	13	13
1788511537.461889987	197.89%	683.6MiB / 1GiB				716775424	717045760	555839488	0	160419840	0	13	13
1788511539.464407066	198.88%	684.9MiB / 1GiB				718135296	718512128	556859392	0	161021952	0	13	13
1788511541.475052600	200.80%	684.4MiB / 1GiB				717692928	718512128	556908544	0	160768000	0	13	13
1788511543.485307359	200.90%	684.5MiB / 1GiB				717787136	719130624	556732416	0	160727040	0	13	13
1788511545.489923328	198.90%	685.1MiB / 1GiB				718671872	719130624	557240320	0	160911360	0	13	13
1788511547.500069207	200.08%	685.1MiB / 1GiB				718073856	719130624	557240320	0	160579584	0	13	13
1788511549.504872546	199.64%	685.2MiB / 1GiB				718532608	720109568	556924928	0	161120256	385024	13	13
1788511551.514172498	200.12%	685.7MiB / 1GiB				718987264	720109568	557182976	0	161214464	69632	13	13
1788511553.525278993	200.41%	686.1MiB / 1GiB				719187968	720244736	557182976	0	160911360	1011712	13	13
1788511555.532013212	199.49%	685.2MiB / 1GiB				718942208	720244736	557273088	0	160866304	278528	13	13
1788511557.553529700	199.79%	685.9MiB / 1GiB				719265792	720244736	557674496	0	161067008	0	13	13
1788511559.550325068	199.58%	686.9MiB / 1GiB				720306176	722132992	557715456	0	161005568	1204224	13	13
1788511561.561746051	199.97%	687MiB / 1GiB				720150528	722132992	558096384	0	161374208	401408	13	13
1788511563.581652098	200.82%	687.8MiB / 1GiB				720982016	722354176	558137344	0	161312768	1257472	13	13
1788511565.577896019	199.16%	687.4MiB / 1GiB				720785408	722743296	558186496	0	161275904	823296	13	13
1788511567.589062247	200.63%	686.4MiB / 1GiB				719790080	722743296	558186496	0	161067008	0	13	13
1788511569.601365526	199.69%	688.4MiB / 1GiB				721809408	723099648	558186496	0	161464320	1945600	13	13
1788511571.605406983	199.23%	688.5MiB / 1GiB				722436096	723099648	558923776	0	161816576	1372160	13	13
1788511573.609894283	200.03%	689.4MiB / 1GiB				722837504	724652032	558956544	0	161611776	2068480	13	13
1788511575.625933765	199.57%	688.7MiB / 1GiB				721928192	724652032	558678016	0	161484800	1724416	13	13
1788511577.632443127	200.59%	687.2MiB / 1GiB				720326656	724652032	558661632	0	161038336	602112	13	13
