timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788508260.860662145	2.18%	608KiB / 1GiB	626	64077	16673024	1015808	11309056	114688	0	897024	0	1	1
1788508262.907862078	2.32%	624KiB / 1GiB	7877	69530	18073600	643072	11309056	114688	0	516096	0	1	1
1788508264.854989023	2.21%	660KiB / 1GiB	10002	75004	19201024	1028096	11309056	114688	0	827392	0	1	1
1788508266.857381903	1.21%	5.598MiB / 1GiB	10002	75004	19201024	1007616	11309056	114688	0	524288	0	1	1
1788508268.865372450	2.21%	688KiB / 1GiB	10002	75004	19201024	954368	17022976	114688	0	536576	0	1	1
1788508270.879574204	2.29%	616KiB / 1GiB	10002	75004	19201024	974848	17534976	114688	0	819200	0	1	1
1788508272.870067372	2.37%	616KiB / 1GiB	10002	75004	19201024	1089536	17534976	1466368	0	1310720	0	3	1
