timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788505784.583906898	2.35%	668KiB / 1GiB	3	960	245760	958464	11550720	114688	0	802816	0	1	1
1788505786.589167852	2.43%	664KiB / 1GiB	3	960	245760	1122304	11550720	114688	0	524288	0	1	1
1788505788.606268665	2.25%	664KiB / 1GiB	3	960	245760	942080	11550720	114688	0	815104	0	1	1
1788505790.611888979	2.37%	1012KiB / 1GiB	3	960	245760	983040	11550720	114688	0	827392	0	1	1
1788505792.651667960	2.63%	632KiB / 1GiB	3	960	245760	974848	13168640	114688	0	786432	0	1	1
