timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788509724.660746688	0.47%	13.3MiB / 1GiB				14057472	15093760	13168640	110592	765952	12288	8	8
1788509726.674258347	61.43%	286.2MiB / 1GiB				301969408	304439296	278507520	110592	23343104	0	9	9
1788509728.681752631	51.64%	495.7MiB / 1GiB				522780672	523612160	483520512	110592	41070592	86016	9	9
1788509730.713761715	47.33%	591.8MiB / 1GiB				626061312	626831360	574795776	110592	51126272	552960	9	9
1788509732.712845940	91.02%	836.8MiB / 1GiB				880799744	882896896	810029056	110592	72605696	4096	9	9
1788509734.726376408	7.77%	855.8MiB / 1GiB				897400832	898695168	822198272	110592	75091968	0	9	9
1788509736.732837443	59.21%	877.6MiB / 1GiB				920526848	920788992	838037504	110592	81850368	290816	9	9
1788509738.738526471	198.52%	904.7MiB / 1GiB				948523008	950116352	861970432	110592	86007808	438272	20	20
1788509740.753077862	185.50%	926.5MiB / 1GiB				971825152	972083200	878940160	110592	90066944	823296	20	20
1788509742.753309746	200.80%	944.9MiB / 1GiB				991739904	992264192	896237568	110592	93872128	20480	20	20
1788509744.769717233	201.19%	961.7MiB / 1GiB				1008922624	1010925568	908382208	110592	97505280	495616	21	21
1788509746.775022122	0.00%	964.3MiB / 1GiB				1011236864	1012101120	911265792	110592	97902592	0	21	21
1788509748.784111368	204.26%	971.1MiB / 1GiB				1018728448	1019129856	915263488	110592	99725312	1216512	21	21
1788509750.791642740	199.18%	986.5MiB / 1GiB				1034829824	1036169216	929402880	110592	102834176	53248	22	22
1788509752.802681770	0.00%	991.3MiB / 1GiB				1039609856	1040351232	933978112	110592	103563264	0	22	22
1788509754.810365573	199.01%	1007MiB / 1GiB				1055657984	1062014976	945876992	110592	106999808	393216	22	22
1788509756.819367130	194.74%	1023MiB / 1GiB				1072529408	1073741824	961445888	0	110391296	495616	24	24
1788509758.827894073	208.21%	1023MiB / 1GiB				1072955392	1073758208	958533632	0	113496064	454656	25	25
1788509760.842522417	210.32%	1024MiB / 1GiB				1072988160	1073774592	955609088	0	115789824	970752	25	25
