timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788506329.433858243	35.21%	13.86MiB / 1GiB				14172160	15134720	13373440	77824	667648	57344	8	8
1788506331.436037679	71.94%	13.9MiB / 1GiB				14561280	15134720	13484032	77824	667648	12288	8	8
1788506333.446847207	64.35%	13.77MiB / 1GiB				14512128	15245312	13488128	77824	671744	12288	8	8
1788506335.451786873	62.88%	15.53MiB / 1GiB				16392192	17063936	15597568	77824	671744	12288	8	8
1788506337.470043486	70.87%	16.06MiB / 1GiB				16678912	17174528	15605760	77824	671744	12288	8	8
