timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788507987.136953747	1.58%	15.61MiB / 1GiB				16408576	17420288	15474688	53248	966656	73728	9	9
1788507989.139936114	104.51%	312.1MiB / 1GiB				327245824	330014720	300638208	53248	26554368	0	9	9
1788507991.164171586	97.06%	625.7MiB / 1GiB				656162816	658776064	602910720	53248	53198848	0	11	11
1788507993.157529929	0.00%	690.1MiB / 1GiB				723640320	723841024	665374720	53248	58212352	0	11	11
1788507995.167770749	0.00%	690.1MiB / 1GiB				723640320	723841024	665374720	53248	58212352	0	11	11
1788507997.173980832	0.00%	690.1MiB / 1GiB				723640320	723841024	665374720	53248	58212352	0	11	11
1788507999.181347302	0.00%	690.1MiB / 1GiB				723640320	723841024	665374720	53248	58212352	0	11	11
1788508001.187382623	0.00%	690.1MiB / 1GiB				723640320	723841024	665374720	53248	58212352	0	11	11
