timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788509318.598607509	7.16%	176MiB / 1GiB				184602624	185360384	181858304	16384	2727936	0	3	1
1788509320.601435534	0.00%	212.4MiB / 1GiB				222765056	223739904	209305600	16384	13443072	0	3	1
1788509322.612743465	0.00%	212.4MiB / 1GiB				222765056	223739904	209305600	16384	13443072	0	3	1
1788509324.629600750	59.74%	264.4MiB / 1GiB				277278720	278106112	248471552	16384	28790784	0	3	1
1788509326.633470939	0.00%	264.4MiB / 1GiB				277278720	278106112	248471552	16384	28790784	0	3	1
1788509328.638226950	0.00%	264.4MiB / 1GiB				277278720	278106112	248471552	16384	28790784	0	3	1
1788509330.646607955	45.09%	334.6MiB / 1GiB				350871552	352026624	301379584	16384	49475584	0	3	1
1788509332.666375284	33.74%	402.2MiB / 1GiB				422096896	422883328	353247232	16384	70324224	544768	3	1
1788509334.675480561	156.59%	448.9MiB / 1GiB				471027712	471543808	386617344	16384	83185664	782336	3	1
1788509336.688698715	173.14%	466.4MiB / 1GiB				489078784	489336832	400367616	16384	88199168	172032	3	1
1788509338.700748201	177.06%	479.3MiB / 1GiB				502808576	503074816	409317376	16384	92151808	1015808	3	1
1788509340.709371568	182.05%	488.8MiB / 1GiB				512655360	512913408	416055296	16384	95092736	1081344	3	1
1788509342.714299722	180.43%	505MiB / 1GiB				529518592	529776640	430501888	16384	98320384	544768	3	1
1788509344.722514197	177.92%	518.1MiB / 1GiB				543756288	544014336	440877056	16384	102273024	0	3	1
1788509346.729201794	157.45%	528.7MiB / 1GiB				554381312	555102208	448778240	16384	105168896	45056	3	1
1788509348.745537589	199.86%	539.1MiB / 1GiB				565338112	565596160	455241728	16384	108466176	1470464	3	1
1788509350.746429957	198.56%	549MiB / 1GiB				575987712	576253952	462266368	16384	111493120	1994752	3	1
1788509352.756571395	177.67%	568.3MiB / 1GiB				595939328	596197376	480452608	16384	114774016	638976	3	1
1788509354.761622591	200.03%	580.6MiB / 1GiB				608821248	609087488	488546304	16384	118521856	1724416	3	1
1788509356.769127208	0.00%	584.7MiB / 1GiB				613150720	615071744	493596672	16384	119537664	0	3	1
1788509358.781806090	108.46%	589.7MiB / 1GiB				618467328	619302912	497172480	16384	120979456	90112	3	1
1788509360.790186059	179.51%	601.7MiB / 1GiB				630927360	632545280	506109952	16384	124461056	69632	3	1
1788509362.799664943	176.89%	612MiB / 1GiB				641830912	642347008	513728512	16384	127512576	237568	3	1
1788509364.806231929	181.76%	622.9MiB / 1GiB				653398016	653729792	521711616	16384	130830336	598016	3	1
1788509366.813150265	199.85%	633.8MiB / 1GiB				664633344	664895488	526876672	16384	134266880	3207168	3	1
1788509368.814220382	157.97%	647.1MiB / 1GiB				678371328	679002112	540323840	16384	137768960	28672	3	1
1788509370.828266853	198.73%	655.6MiB / 1GiB				687472640	687980544	544575488	16384	140607488	2179072	3	1
1788509372.838093634	182.29%	667MiB / 1GiB				699404288	701849600	554991616	16384	143654912	331776	3	1
1788509374.849516427	200.80%	674.8MiB / 1GiB				707559424	707817472	558870528	16384	146235392	2285568	3	1
1788509376.855466677	179.92%	685.4MiB / 1GiB				718667776	719831040	568713216	16384	149118976	557056	3	1
1788509378.859510486	199.85%	693.7MiB / 1GiB				727457792	727715840	572850176	16384	151863296	2633728	3	1
1788509380.866497071	178.21%	705MiB / 1GiB				739024896	740569088	583991296	16384	154775552	28672	3	1
