timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788505180.881520728	9.33%	170.4MiB / 1GiB				178876416	179073024	177385472	16384	937984	12288	3	1
1788505182.895205035	25.01%	170.1MiB / 1GiB				178847744	179073024	177385472	16384	937984	12288	3	1
1788505184.897098305	24.79%	170.1MiB / 1GiB				178622464	179138560	177385472	16384	937984	12288	3	1
1788505186.911180888	22.78%	170.1MiB / 1GiB				178352128	179138560	177385472	16384	937984	12288	3	1
1788505188.917322251	25.53%	170.1MiB / 1GiB				178839552	179138560	177385472	16384	937984	12288	3	1
