timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788505209.399907962	4.32%	170.1MiB / 1GiB				178405376	179126272	177389568	16384	950272	12288	3	1
1788505211.385344912	24.00%	170.3MiB / 1GiB				178630656	179150848	177389568	16384	950272	12288	3	1
1788505213.393831269	21.39%	170.1MiB / 1GiB				178647040	179150848	177389568	16384	950272	12288	3	1
1788505215.403006440	21.62%	170.4MiB / 1GiB				178651136	179507200	177389568	16384	950272	12288	3	1
1788505217.407154272	22.55%	170.3MiB / 1GiB				178630656	179507200	177389568	16384	950272	12288	3	1
1788505219.413152376	17.73%	170.1MiB / 1GiB				178368512	179507200	177389568	16384	950272	12288	3	1
