timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788506603.804280725	29.60%	10.49MiB / 1GiB				11010048	12242944	10305536	53248	647168	4096	7	7
1788506605.821051991	79.14%	10.49MiB / 1GiB				11010048	12242944	10305536	53248	647168	0	7	7
1788506607.820897243	81.32%	10.49MiB / 1GiB				11010048	12242944	10305536	53248	647168	4096	7	7
1788506609.829834729	81.50%	10.49MiB / 1GiB				11010048	12242944	10305536	53248	647168	4096	7	7
1788506611.834257474	79.37%	10.49MiB / 1GiB				11010048	12242944	10305536	53248	647168	4096	7	7
