timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788506107.610226093	2.21%	692KiB / 1GiB	3	960	245760	798720	10289152	110592	0	540672	0	1	1
1788506109.638081609	3.30%	688KiB / 1GiB	3	960	245760	860160	10428416	110592	0	749568	0	1	1
1788506111.577040783	2.38%	692KiB / 1GiB	3	960	245760	1007616	10604544	110592	0	880640	0	1	1
1788506113.605168941	2.10%	788KiB / 1GiB	3	960	245760	954368	10899456	110592	0	532480	0	1	1
1788506115.612883043	0.40%	616KiB / 1GiB	3	960	245760	1105920	10899456	110592	0	815104	0	1	1
