timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788504391.890055600	39.12%	8.23MiB / 1GiB				8351744	10235904	7524352	0	811008	299008	13	13
1788504393.898359986	94.33%	8.184MiB / 1GiB				8896512	10235904	7524352	0	811008	561152	13	13
1788504395.906220367	97.11%	8.496MiB / 1GiB				8609792	10235904	7524352	0	811008	16384	13	13
1788504397.920401883	95.71%	8.23MiB / 1GiB				8642560	10235904	7524352	0	811008	0	13	13
1788504399.928670693	95.40%	8.094MiB / 1GiB				8359936	10235904	7524352	0	811008	0	13	13
