timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788505083.633422223	3.22%	604KiB / 1GiB	66	1322	338432	663552	11808768	106496	0	524288	0	1	1
1788505085.962671627	1.72%	6.562MiB / 1GiB	66	1322	338432	626688	11808768	106496	0	520192	0	1	1
1788505088.165921695	0.00%	612KiB / 1GiB	66	1322	338432	946176	11808768	106496	0	520192	0	1	1
1788505090.281934349	2.70%	624KiB / 1GiB	66	1392	356352	679936	13189120	106496	0	524288	0	1	1
1788505092.514098112	2.96%	612KiB / 1GiB	66	1392	356352	663552	13189120	106496	0	520192	0	1	1
