timestamp	cpu_percent	memory_usage	conntrack_count	nf_conntrack_objects	nf_conntrack_bytes	memory_current	memory_peak_cgroup	memory_anon	memory_file	memory_kernel	memory_sock	pids_current	threads_current
1788505942.180248733	20.46%	13.96MiB / 1GiB				14426112	15372288	13373440	69632	655360	53248	7	7
1788505944.191202886	38.39%	13.77MiB / 1GiB				14487552	15372288	13471744	69632	675840	32768	8	8
1788505946.200588999	38.13%	15.56MiB / 1GiB				16629760	17215488	15597568	69632	679936	12288	8	8
1788505948.206987433	40.82%	15.8MiB / 1GiB				16695296	17256448	15613952	69632	679936	12288	8	8
1788505950.219357049	45.34%	16.05MiB / 1GiB				16678912	17342464	15618048	69632	679936	12288	8	8
